temps_ms,valeur
2216995,653.27
2218218,633.60
2219442,638.42
2220665,623.55
2221891,664.23
2223115,643.63
2224338,643.56
2225561,638.46
2226785,623.45
2228008,618.31
2229231,608.73
2230455,618.55
2231678,623.60
2232901,638.66
2234125,618.53
2235348,608.48
2236571,613.49
2237795,613.66
2239019,628.64
2240242,623.62
2241465,603.23
2242689,608.54
2243912,603.64
2245135,623.68
2246359,613.44
2247582,618.56
2248805,608.44
2250029,613.50
2251252,613.60
2252475,613.69
2253699,618.61
2254922,608.53
2256145,603.54
2257369,608.51
2258592,623.67
2259815,623.69
2261042,664.21
2262265,603.54
2263488,603.64
2264712,613.59
2265935,618.72
2267159,608.57
2268382,598.65
2269605,593.58
2270829,608.50
2272052,618.72
2273275,613.75
2274499,603.54
2275722,588.49
2276945,573.61
2278169,618.55
2279392,613.81
2280615,603.70
2281839,603.68
2283063,598.49
2284285,593.63
2285509,608.58
2286733,613.75
2287955,613.48
2289179,593.50
2290403,598.48
2291625,588.70
2292849,618.72
2294073,603.63
2295296,603.54
2296519,583.61
2297743,603.39
2298966,593.62
2300192,649.41
2301416,598.29
2302639,593.52
2303862,588.68
2305086,603.79
2306310,613.77
2307532,603.82
2308756,603.57
2309980,583.87
2311202,588.68
2312426,593.69
2313650,608.80
2314872,603.60
2316096,583.59
2317320,578.71
2318543,583.72
2319766,608.86
2320990,598.86
2322213,573.95
2323436,578.64
2324660,578.74
2325883,583.84
2327106,608.88
2328330,598.93
2329553,588.60
2330776,578.63
2332000,578.74
2333223,578.71
2334446,593.78
2335670,588.79
2336893,583.70
2338117,568.78
2339343,634.37
2340567,608.86
2341790,588.79
2343013,578.85
2344237,578.70
2345460,578.79
2346683,603.89
2347907,593.96
2349130,578.79
2350353,588.43
2351577,573.77
2352800,578.79
2354024,588.74
2355247,583.78
2356470,588.51
2357694,573.80
2358917,563.67
2360140,583.75
2361364,588.74
2362587,583.78
2363810,578.82
2365034,568.79
2366257,568.83
2367480,583.78
2368704,593.73
2369928,578.79
2371150,553.99
2372374,568.86
2373598,573.78
2374820,588.75
2376044,588.68
2377268,558.89
2378493,609.45
2379717,599.01
2380941,583.92
2382163,578.79
2383387,558.89
2384611,563.67
2385833,568.91
2387057,578.82
2388281,593.78
2389504,573.80
2390727,559.01
2391951,563.89
2393174,578.69
2394397,578.74
2395621,583.87
2396845,568.86
2398067,558.86
2399291,563.89
2400515,563.92
2401737,578.97
2402961,573.85
2404185,568.86
2405407,549.05
2406631,558.93
2407855,563.92
2409077,578.84
2410301,573.84
2411525,568.86
2412748,553.92
2413971,548.86
2415195,568.87
2416418,573.92
2417644,609.41
2418868,563.89
2420091,573.86
2421314,573.78
2422538,563.86
2423761,573.80
2424984,563.90
2426208,548.92
2427431,543.96
2428655,563.92
2429878,554.03
2431101,583.75
2432325,554.04
2433548,538.95
2434771,548.92
2435995,558.80
2437218,563.86
2438441,563.99
2439665,549.11
2440888,538.86
2442112,534.04
2443335,553.86
2444559,568.90
2445782,568.96
2447005,544.07
2448229,538.85
2449452,543.98
2450675,553.95
2451899,568.94
2453122,573.85
2454345,544.07
2455569,538.95
2456795,609.15
2458018,563.99
2459242,563.89
2460465,544.07
2461688,529.00
2462912,553.82
2464135,558.98
2465358,559.07
2466582,568.88
2467806,544.07
2469028,534.00
2470252,534.04
2471476,543.87
2472698,558.98
2473922,548.92
2475146,544.07
2476368,529.00
2477592,529.00
2478816,548.90
2480038,554.02
2481262,554.04
2482486,544.07
2483708,529.00
2484932,534.04
2486156,553.86
2487379,558.98
2488617,817.72
2489841,594.07
2491065,574.53
2492288,538.98
2493511,544.12
2494735,558.98
2495962,589.53
2497184,539.16
2498408,543.95
2499632,558.95
2500854,558.98
2502078,554.04
2503302,539.12
2504524,538.89
2505748,533.94
2506972,553.86
2508194,549.08
2509418,538.99
2510642,524.17
2511864,519.03
2513088,533.95
2514312,538.90
2515535,554.04
2516758,534.16
2517982,534.08
2519204,519.08
2520428,524.02
2521652,529.00
2522874,543.93
2524098,543.96
2525322,544.11
2526545,533.99
2527768,509.15
2528992,524.02
2530215,534.04
2531438,543.86
2532662,544.12
2533884,534.04
2535122,746.36
2536348,624.40
2537574,584.30
2538800,594.23
2540025,594.38
2541251,584.34
2542476,574.37
2543702,584.30
2544927,579.33
2546153,564.30
2547379,584.30
2548604,574.21
2549830,579.46
2551056,574.37
2552282,584.30
2553506,584.33
2554732,569.36
2555958,579.31
2557184,604.28
2558409,584.32
2559635,574.37
2560861,589.25
2562086,584.30
2563312,569.41
2564537,599.26
2565763,599.15
2566988,579.36
2568214,559.38
2569440,574.17
2570665,579.34
2571891,564.27
2573117,574.17
2574346,649.83
2575570,569.23
2576796,579.31
2578022,579.31
2579248,579.36
2580473,569.23
2581699,579.16
2582925,599.53
2584150,559.51
2585375,574.37
2586601,589.32
2587827,579.36
2589052,564.27
2590278,574.17
2591504,589.25
2592729,569.45
2593954,559.52
2595180,579.31
2596406,584.30
2597632,564.27
2598857,564.27
2600083,589.25
2601308,584.30
2602533,549.30
2603759,569.16
2604985,589.20
2606211,564.46
2607436,574.26
2608661,584.30
2609887,579.36
2611112,554.38
2612338,589.13
2613567,605.03
2614793,574.37
2616018,584.30
2617243,574.43
2618469,554.34
2619695,579.16
2620920,564.44
2622146,539.36
2623372,569.21
2624598,574.22
2625822,554.55
2627048,564.40
2628274,579.36
2629499,559.57
2630725,549.42
2631951,579.16
2633177,574.37
2634401,549.26
2635627,559.23
2636853,579.36
2638078,549.45
2639304,549.38
2640530,584.30
2641756,564.39
2642981,559.25
2644206,569.16
2645432,579.36
2646658,534.39
2647883,544.29
2649109,579.36
2650335,569.44
2651559,539.31
2652788,629.86
2654014,569.44
2655240,544.40
2656465,554.28
2657691,554.35
2658917,544.48
2660142,539.36
2661367,564.28
2662593,564.22
2663819,529.42
2665044,539.36
2666270,569.40
2667496,549.45
2668721,539.35
2669946,549.24
2671172,569.41
2672398,549.47
2673624,539.35
2674849,569.23
2676075,569.23
2677300,529.48
2678525,539.46
2679751,579.36
2680977,544.45
2682203,524.51
2683428,544.20
2684654,559.32
2685879,539.47
2687105,539.35
2688330,569.23
2689556,554.39
2690782,534.42
2692011,619.69
2693236,564.49
2694461,539.56
2695687,539.36
2696912,579.36
2698138,549.45
2699364,539.36
2700590,564.32
2701815,549.41
2703040,544.48
2704266,534.42
2705491,574.18
2706717,549.41
2707943,529.29
2709169,544.29
2710394,564.46
2711619,529.49
2712845,539.39
2714071,564.27
2715296,544.41
2716522,534.42
2717748,539.35
2718972,569.45
2720198,529.56
2721424,544.29
2722650,554.22
2723875,559.29
2725101,529.44
2726327,544.30
2727553,554.48
2728777,529.49
2730003,524.57
2731232,604.92
2732457,539.47
2733683,529.28
2734909,559.32
2736135,549.48
2737359,534.42
2738585,544.29
2739811,549.42
2741037,509.68
2742262,534.41
2743488,549.34
2744714,529.49
2745938,529.38
2747164,549.38
2748390,529.49
2749616,524.47
2750841,549.34
2752067,534.42
2753293,524.51
2754518,524.50
2755743,544.38
2756969,524.55
2758195,519.38
2759420,534.42
2760646,529.48
2761872,534.37
2763097,524.31
2764322,534.42
2765548,519.38
2766774,534.40
2768000,534.42
2769225,529.49
2770454,565.10
2771679,554.39
2772904,539.43
2774130,524.51
2775356,544.29
2776582,529.49
2777807,529.47
2779033,524.51
2780258,539.36
2781484,529.49
2782709,514.43
2783935,529.44
2785161,534.42
2786386,529.49
2787612,519.38
2788837,534.32
2790063,534.42
2791288,519.56
2792514,529.44
2793740,539.47
2794966,539.40
2796191,509.47
2797417,539.35
2798642,529.42
2799867,514.54
2801093,524.50
2802319,539.41
2803545,524.55
2804770,514.43
2805995,529.29
2807221,529.49
2808446,509.49
2809675,589.57
2810901,534.42
2812127,519.56
2813352,514.43
2814578,539.37
2815803,529.49
2817029,504.57
2818254,524.31
2819480,529.49
2820706,509.70
2821932,504.53
2823156,529.29
2824382,534.42
2825608,504.74
2826833,509.49
2828059,534.42
2829285,524.51
2830511,494.49
2831735,519.36
2832961,534.42
2834187,499.63
2835412,509.49
2836638,529.44
2837864,524.49
2839089,499.61
2840314,519.36
2841540,524.53
2842766,509.70
2843992,494.56
2845217,529.49
2846443,519.62
2847669,494.49
2848897,579.89
2850122,519.62
2851348,504.56
2852574,524.36
2853799,514.65
2855025,499.49
2856250,529.29
2857476,524.52
2858701,494.49
2859927,529.25
2861153,509.60
2862379,494.49
2863604,519.27
2864829,524.36
2866055,489.56
2867280,524.31
2868506,524.55
2869732,499.53
2870958,504.55
2872183,524.51
2873408,489.68
2874634,509.47
2875859,534.43
2877085,494.68
2878311,494.49
2879537,524.49
2880762,509.70
2881987,504.42
2883213,529.48
2884439,499.64
2885664,489.64
2886890,519.38
2888119,549.84
2889345,509.46
2890569,534.50
2891795,494.81
2893021,494.49
2894246,519.44
2895472,509.71
2896698,484.64
2897924,524.36
2899148,499.61
2900374,504.36
2901600,509.34
2902825,519.44
2904051,484.64
2905277,509.32
2906503,514.43
2907727,484.64
2908953,499.53
2910179,524.51
2911405,489.64
2912630,484.45
2913856,519.38
2915081,499.61
2916306,499.43
2917532,514.38
2918758,514.43
2919984,484.64
2921209,494.49
2922435,529.52
2923660,494.68
2924886,479.59
2926111,519.38
2927340,564.95
2928566,514.46
2929792,524.51
2931017,509.50
2932242,484.64
2933468,514.37
2934693,489.46
2935919,484.64
2937145,494.49
2938371,509.51
2939596,494.68
2940821,484.64
2942047,514.43
2943272,499.64
2944498,474.75
2945724,509.34
2946950,504.53
2948175,484.64
2949401,514.50
2950669,1212.31
2951895,629.74
2953120,559.45
2954346,549.45
2955572,534.54
2956796,514.50
2958022,534.42
2959248,529.44
2960474,489.68
2961699,494.49
2962925,519.38
2964151,499.64
2965376,484.64
2966604,564.80
2967830,514.65
2969056,484.64
2970281,499.43
2971507,509.49
2972733,484.64
2973958,489.58
2975183,499.64
2976409,499.64
2977635,484.64
2978861,504.45
2980086,504.57
2981312,484.64
2982537,494.49
2983762,499.55
2984988,479.72
2986214,494.49
2987440,509.66
2988665,484.64
2989891,484.64
2991116,504.57
2992342,479.72
2993567,479.67
2994793,499.45
2996019,489.68
2997244,474.78
2998470,494.49
2999695,494.59
3000921,479.72
3002146,484.64
3003372,499.53
3004598,474.41
3005827,530.03
3007052,519.36
3008277,494.61
3009503,479.67
3010728,479.67
3011954,499.61
3013180,479.72
3014406,479.52
3015631,504.44
3016856,484.64
3018082,479.72
3019308,499.62
3020533,499.49
3021759,479.79
3022985,489.62
3024210,489.79
3025436,479.72
3026661,479.52
3027887,484.45
3029112,484.69
3030338,474.75
3031564,489.64
3032790,494.72
3034015,479.72
3035240,474.60
3036466,479.69
3037691,479.72
3038917,474.75
3040143,489.57
3041369,484.64
3042594,474.60
3043819,494.31
3045048,535.05
3046274,489.59
3047499,489.57
3048725,474.83
3049951,474.75
3051176,489.56
3052402,479.67
3053627,469.48
3054853,474.60
3056078,494.49
3057304,479.72
3058530,459.74
3059756,489.37
3060980,484.64
3062206,445.09
3063432,464.63
