Sechage capteurs le 26/06/2026
temps_ms,CapteurBrut1,CapteurBrut2,Reference45K,CapteurFiltre1,CapteurFiltre2,Reference45KFiltre
8672149,54097.69,76260.00,475665.03,54305.19,76836.65,475802.18
9290250,53856.28,75880.91,475589.37,54215.41,76645.50,475759.62
9908350,53694.46,75600.41,476283.31,54111.22,76436.49,475864.37
10526453,53697.84,75590.21,476033.31,54028.55,76267.23,475898.15
11144555,53768.52,75698.81,475893.68,53976.54,76153.54,475897.28
11762656,53941.32,75913.49,476050.46,53969.50,76105.53,475927.93
12380760,54179.23,76334.49,475495.12,54011.44,76151.32,475841.37
12998860,54377.89,76599.86,476577.75,54084.73,76241.03,475988.65
13616963,54561.27,76748.95,475958.84,54180.04,76342.61,475982.71
14235064,54666.54,76790.03,476275.71,54277.34,76432.10,476041.34
14853165,54739.57,76965.25,475248.53,54369.79,76538.73,475882.81
15471265,54901.88,77192.53,475587.03,54476.21,76669.49,475823.65
16089367,55026.35,77317.60,475774.03,54586.23,76799.11,475813.75
16707472,55238.59,77584.42,476755.46,54716.71,76956.17,476002.09
17325573,55331.07,77745.82,476016.15,54839.58,77114.10,476004.93
17943673,55408.96,77912.13,475542.96,54953.46,77273.71,475912.56
18561775,55381.34,77846.30,476023.37,55039.04,77388.23,475934.75
19179877,55663.19,78266.44,477098.71,55163.87,77563.87,476167.56
19797978,55907.64,78613.00,476312.15,55312.62,77773.70,476196.50
20416078,56056.48,78811.57,476576.96,55461.40,77981.27,476272.62
21034180,56371.96,79190.60,475943.09,55643.51,78223.14,476206.71
21652285,56742.23,79881.00,475486.90,55863.26,78554.71,476062.75
22270386,57229.53,80574.23,476033.18,56136.51,80574.23,476056.87
22888486,57559.14,81072.26,475935.96,56421.04,80673.84,476032.68
23506588,57789.37,81463.90,475580.09,56694.71,80831.85,475942.18
24124690,58340.45,82246.65,475105.59,57023.85,81114.82,475774.87
24742791,58845.61,82988.41,475760.31,57388.21,81489.53,475771.96
25360891,59218.21,83530.39,474852.84,57754.21,83530.39,475588.15
25978993,59652.50,84232.12,475585.71,58133.87,83670.73,475587.68
26597098,60376.32,85295.54,476473.40,60376.32,83995.70,475764.84
27215199,61162.07,86511.64,475750.62,60533.47,86511.64,475762.00
27833300,62118.80,88177.60,475652.96,60850.54,86844.83,475740.18
28451402,62845.78,89171.82,475464.09,61249.59,89171.82,475684.96
29069504,63487.64,90118.96,475589.28,63487.64,89361.25,475665.81
29687605,63998.53,90903.69,476052.56,63589.82,89669.74,475743.18
30305707,64393.25,91315.92,475716.68,63750.51,89998.98,475737.90
30923808,64753.64,91812.26,475990.81,63951.14,90361.64,475788.50
31541914,65034.76,92197.71,475333.68,64167.86,90728.85,475697.56
32160016,65367.42,92641.76,475549.46,64407.78,91111.43,475667.96
32778118,65747.08,93138.92,475470.00,64675.64,93138.92,475628.37
33396219,66087.35,93524.96,475689.62,64957.98,93216.14,475640.65
34014321,66364.66,93903.42,475752.53,65239.32,93353.60,475663.03
34632423,66651.78,94222.68,475341.84,65521.81,93527.42,475598.81
35250524,66885.60,94553.90,475398.71,65794.57,93732.71,475558.81
35868628,67190.85,94872.18,475364.46,66073.83,93960.61,475519.96
36486730,67441.58,95115.82,475693.90,66347.38,94191.66,475554.75
37104832,67624.63,95377.85,475729.12,66602.83,94428.90,475589.62
37722933,67903.58,95669.50,475996.40,66862.98,94677.02,475671.00
38341035,68114.99,95986.22,475304.40,67113.39,94938.86,475597.68
38959136,68377.54,96173.28,475851.56,67366.22,95185.75,475648.46
39577238,68579.66,96540.33,475564.03,67608.91,95456.66,475631.59
40195340,68860.10,96734.61,475527.96,67859.14,95712.25,475610.87
40813444,69082.60,97036.46,475521.28,68103.83,95977.10,475592.96
41431545,69308.03,97328.19,475731.75,68344.67,96247.32,475620.71
42049648,69555.56,97526.19,474811.53,68586.85,96503.10,475458.90
42667750,69834.23,97825.21,475398.18,68836.33,96767.52,475446.75
43285852,70100.88,98137.35,475274.56,69089.24,97041.49,475412.31
43903952,70280.59,98361.83,475362.28,69327.50,97305.56,475402.31
44522055,70601.71,98561.58,475465.15,69582.35,97556.77,475414.87
45140158,70775.54,98872.35,475666.75,69820.99,97819.89,475465.25
45758262,71102.33,99097.64,475853.25,70077.26,98075.44,475542.87
46376363,71312.39,99464.96,476021.62,70324.28,98353.35,475638.62
46994464,71519.17,99683.01,475688.75,70563.26,98619.28,475648.65
47612567,71840.44,99910.50,475619.18,70818.70,98877.53,475642.78
48230670,72045.22,100161.14,475588.37,71064.00,99134.25,475631.90
48848771,72272.42,100453.10,475620.43,71305.69,99398.02,475629.62
49466873,72536.85,100748.32,475192.68,71551.92,99668.08,475542.25
50084975,72828.30,100893.71,475113.84,71807.20,99913.21,475456.59
50703081,72996.26,101143.35,476012.18,72045.01,100159.24,475567.71
51321183,73301.17,101322.11,475992.81,72296.25,100391.82,475652.75
51939284,73540.96,101603.61,475436.71,72545.19,100634.17,475609.56
52557387,73762.60,101805.69,475524.96,72788.67,100868.48,475592.65
53175489,73966.92,102032.23,475273.59,73024.32,101101.23,475528.84
53793592,74227.08,102215.80,475625.25,73264.88,101324.14,475548.15
54411693,74463.44,102512.44,476317.37,73504.60,101561.80,475702.00
55029797,74717.82,102702.75,475074.09,73747.25,101789.99,475576.40
55647900,74950.41,102990.98,475168.96,73987.88,102030.19,475494.93
56266003,75138.83,103118.40,475982.43,74218.07,102247.83,475592.46
56884104,75368.94,103419.48,475019.28,74448.24,102482.17,475477.81
57502204,75639.06,103547.91,474963.40,74686.40,102695.32,475374.93
58120307,75862.37,103865.69,475292.56,74921.60,102929.39,475358.50
58738409,76095.83,104019.86,475283.56,75156.45,103147.49,475343.53
59356512,76318.67,104330.07,476080.43,75388.89,103384.01,475490.93
59974617,76546.32,104514.75,475282.75,75620.38,103610.17,475449.31
60592718,76822.97,104643.89,475652.09,75860.89,103816.91,475489.87
61210821,77095.33,104913.10,475876.62,76107.78,104036.14,475567.25
61828923,77340.64,105192.54,475278.46,76354.35,104267.42,475509.50
62447025,77535.53,105428.53,475512.68,76590.59,104499.64,475510.12
63065125,77775.18,105597.67,475358.37,76827.51,104719.25,475479.78
63683228,78073.46,105753.90,475223.96,77076.70,104926.18,475428.62
64301333,78281.68,105998.33,475751.28,77317.69,105140.61,475493.15
64919435,78575.00,106260.48,475426.56,77569.15,105364.59,475479.84
65537537,78763.08,106460.73,475261.25,77807.94,105583.82,475436.12
66155638,79011.62,106718.96,475362.96,78048.67,105810.85,475421.50
66773741,79218.53,106907.14,475652.62,78282.64,106030.11,475467.75
67391844,79488.21,107082.90,475361.15,78523.75,106240.67,475446.43
68009945,79783.98,107231.82,475518.56,78775.80,106438.90,475460.87
68628045,79990.85,107328.07,475211.68,79018.81,106616.74,475411.06
69246161,80222.28,107515.22,475912.81,79259.50,106796.44,475511.40
69864266,80422.16,107838.03,475920.31,79492.03,107004.75,475593.18
70482371,80749.76,107941.50,474938.96,79743.58,107192.11,475462.37
71100476,80951.94,108173.05,476180.03,79985.25,107388.30,475605.90
71718580,81125.75,108387.28,475925.31,80213.35,107588.10,475669.78
72336684,81408.25,108631.11,475371.90,80452.33,107796.71,475610.21
72954788,81721.82,108811.92,476721.25,80706.23,107999.75,475832.43
73572896,81890.71,109158.61,475988.56,80943.13,108231.53,475863.68
74191001,82201.30,109239.94,476093.18,81194.76,108433.22,475909.62
74809106,82409.43,109581.67,475348.15,81437.70,108662.92,475797.34
75427210,82699.54,109797.75,475370.59,81690.07,108889.89,475712.00
76045313,82927.09,110016.36,475662.03,81937.47,109115.18,475702.00
76663417,83203.60,110198.72,475551.56,82190.70,109331.89,475671.90
77281522,83467.10,110482.47,475430.75,82445.98,109562.01,475623.68
77899627,83783.10,110759.14,476331.75,82713.41,109801.44,475765.31
78517735,84062.33,110845.91,475886.75,82983.20,110010.33,475789.59
79135839,84360.30,111118.29,475459.18,83258.62,110231.92,475723.53
79753943,84644.44,111342.16,474818.28,83535.79,110453.97,475542.50
80372047,84883.48,111502.51,476119.68,83805.33,110663.68,475657.93
80990152,85184.01,111844.21,475456.87,84081.07,110899.79,475617.71
81608257,85478.55,112052.10,475484.03,84360.57,111130.26,475591.00
82226361,85725.36,112313.65,475232.90,84633.53,111366.94,475519.40
82844468,85982.42,112614.00,475470.15,84903.32,111616.36,475509.56
83462572,86310.80,112941.19,475750.71,85184.82,111881.33,475557.81
84080676,86679.10,113167.26,475849.84,85483.67,112138.52,475616.21
84698781,87025.28,113444.53,475948.37,85792.00,112399.72,475682.65
85316886,87307.04,113845.30,476094.53,86095.00,112688.84,475765.03
85934990,87677.60,114168.39,475853.56,86411.52,112984.75,475782.75
18737,19492240.00,3190922.00,476193.40,19492240.00,3190922.00,476193.40
636840,18942178.00,3122423.75,476131.87,18942178.00,3122423.75,476181.09
1254948,21326512.00,3209023.25,475580.25,21326512.00,3209023.25,476060.93
1873054,22197876.00,3412973.50,476505.56,22197876.00,3412973.50,476149.87
2491160,22895764.00,3437054.75,475668.03,22895764.00,3437054.75,476053.50
3109266,21576622.00,3643107.00,475796.15,21576622.00,3643107.00,476002.06
3727370,22901860.00,3634283.25,477221.71,22901860.00,3634283.25,476246.00
4345474,23125652.00,3857929.25,475994.15,23125652.00,3857929.25,476195.65
4963578,26445798.00,3769614.00,476181.81,26445798.00,3769614.00,476192.90
5581686,27366868.00,4067247.25,476222.59,27366868.00,4067247.25,476198.87
6199791,30774630.00,4066677.75,476650.00,30774630.00,4067133.25,476289.09
6817896,33460874.00,4181091.00,475962.75,33460874.00,4181091.00,476223.84
7436000,33278546.00,4311970.00,476555.81,33278546.00,4311970.00,476290.25
8054104,30467642.00,4523291.50,475496.62,30467642.00,4523291.50,476131.56
8672208,36225156.00,4549633.50,476012.31,36225156.00,4549633.50,476107.71
9290317,36964916.00,4891933.50,476114.12,36964916.00,4891933.50,476109.00
9908423,43109328.00,5000269.50,476223.87,43109328.00,5000269.50,476132.00
10526529,39212452.00,5323166.50,476236.84,39212452.00,5323166.50,476152.96
11144633,42974040.00,5131811.00,475637.18,42974040.00,5131811.00,476049.81
11762738,44266160.00,5499488.50,476618.28,44266160.00,5499488.50,476163.50
12380843,47496908.00,5437051.50,475546.90,47496908.00,5437051.50,476040.18
12998949,45071984.00,5506694.50,476236.00,45071984.00,5506694.50,476079.37
13617057,42957748.00,6523516.00,476014.37,42957748.00,6523516.00,476066.37
14235163,49065996.00,5646356.00,476019.96,49065996.00,5646356.00,476057.09
14853269,50889924.00,6062167.50,475936.90,50889924.00,6062167.50,476033.06
15471374,52423600.00,6217515.50,476249.84,52423600.00,6217515.50,476076.43
16089478,54701088.00,6337050.00,475924.03,54701088.00,6337050.00,476045.96
16707581,58270680.00,6561669.00,475058.56,58270680.00,6561669.00,475848.50
17325686,54906348.00,6618380.00,476410.90,54906348.00,6618380.00,475961.00
17943794,58690464.00,7469820.00,475465.18,58690464.00,7469820.00,475861.84
18561900,59746172.00,7000654.00,476581.62,59746172.00,7000654.00,476005.81
19180005,60515580.00,7190566.50,476172.84,60515580.00,7190566.50,476039.21
19798109,61224144.00,6286008.50,475287.96,61224144.00,6286008.50,475888.96
20416212,61347892.00,7402475.50,475395.31,61347892.00,7402475.50,475790.25
21034317,64757580.00,7697774.50,476212.40,64757580.00,7697774.50,475874.68
21652422,63868368.00,7992648.50,475746.25,63868368.00,7992648.50,475849.00
22270530,62122600.00,10461110.00,475463.00,62122600.00,10461110.00,475771.81
22888636,63806788.00,8832545.00,476167.40,63806788.00,8832545.00,475850.93
23506740,67488224.00,8961291.00,475344.37,67488224.00,8961291.00,475749.62
24124844,67001852.00,9144260.00,476246.56,67001852.00,9144260.00,475849.03
24742948,66420572.00,9194915.00,476217.87,66420572.00,9194915.00,475922.81
25361053,65765564.00,10897980.00,476284.90,65765564.00,10897980.00,475995.25
25979162,67453240.00,9689001.00,475734.25,67453240.00,9689001.00,475943.06
26597267,66906500.00,10432086.00,476896.62,66906500.00,10432086.00,476133.81
27215372,65378632.00,11709846.00,476148.40,65378632.00,11709846.00,476136.75
27833477,66495760.00,11128187.00,475556.53,66495760.00,11128187.00,476020.71
28451581,71742656.00,14154403.00,475856.03,71742656.00,14154403.00,475987.81
29069687,69977040.00,15024111.00,476008.40,69977040.00,15024111.00,475991.93
29687793,67607480.00,11146412.00,475370.12,67607480.00,11146412.00,475867.59
30305902,67327904.00,12275506.00,475747.46,67327904.00,12275506.00,475843.59
30924008,71628520.00,14603351.00,475794.00,71628520.00,14603351.00,475833.68
31542113,68354448.00,14501883.00,476490.84,68354448.00,14501883.00,475965.12
32160218,69343992.00,15069952.00,475439.40,69343992.00,15069952.00,475859.96
32778322,70976136.00,14364338.00,475814.28,70976136.00,14364338.00,475850.81
33396428,70387632.00,16071242.00,475752.18,70387632.00,16071242.00,475831.09
34014534,74828976.00,19273362.00,475507.03,74828976.00,19273362.00,475766.28
34632643,75195680.00,15193631.00,476223.03,75195680.00,15193631.00,475857.62
35250749,73244824.00,20368120.00,476123.90,73244824.00,20368120.00,475910.87
35868854,72466928.00,15930470.00,475755.18,72466928.00,15930470.00,475879.75
36486959,73648744.00,21319646.00,476374.90,73648744.00,21319646.00,475978.81
37105063,73577184.00,21062036.00,476303.43,73577184.00,21062036.00,476043.75
37723169,72787536.00,18072642.00,475919.09,72787536.00,18072642.00,476018.81
38341278,68636096.00,18147980.00,475852.75,68636096.00,18147980.00,475985.62
38959384,71385312.00,18146264.00,476227.37,71385312.00,18147636.00,476033.96
39577490,73197048.00,23851454.00,476243.56,73197048.00,23851454.00,476075.90
40195595,73068160.00,22646484.00,475632.59,73068160.00,22646484.00,475987.25
40813700,69909112.00,17024614.00,475817.71,69909112.00,17024614.00,475953.37
41431804,73018488.00,19513704.00,476736.37,73018488.00,19513704.00,476110.00
42049910,71383616.00,19281270.00,476346.40,71383616.00,19281270.00,476157.28
42668019,73152632.00,20890648.00,475788.00,73152632.00,20890648.00,476083.43
43286125,73276368.00,24313004.00,476240.90,73276368.00,24313004.00,476114.93
43904231,73576472.00,20811208.00,475798.28,73576472.00,20811208.00,476051.62
44522336,73383728.00,19154318.00,475655.12,73383728.00,19154318.00,475972.34
45140441,74649672.00,21801456.00,475709.09,74649672.00,21801456.00,475919.68
45758545,70884352.00,21519762.00,475713.12,70884352.00,21519762.00,475878.37
46376654,71823808.00,25311900.00,475705.87,71823808.00,25311900.00,475843.90
46994760,71942024.00,21542392.00,476606.53,71942024.00,21542392.00,475996.43
47612866,71929144.00,21411586.00,476366.43,71929144.00,21411586.00,476070.43
48230972,72388472.00,22465466.00,476472.37,72388472.00,22465466.00,476150.81
48849077,74450512.00,25656630.00,475547.87,74450512.00,25656630.00,476030.25
49467182,74118176.00,23219834.00,475712.31,74118176.00,23219834.00,475966.68
50085286,74952712.00,28535028.00,476271.56,74952712.00,28535028.00,476027.65
50703395,71536760.00,24447006.00,476260.68,71536760.00,24447006.00,476074.25
51321501,75548280.00,28861620.00,475823.59,75548280.00,28861620.00,476024.12
51939607,72099768.00,25100306.00,475983.56,72099768.00,25100306.00,476016.03
52557713,72233192.00,27983778.00,476149.43,72233192.00,27983778.00,476042.75
53175818,74108856.00,25402104.00,475915.71,74108856.00,25402104.00,476017.37
53793923,77053592.00,31483604.00,475349.28,77053592.00,31483604.00,475883.75
54412030,74598720.00,28209432.00,476720.15,74598720.00,28209432.00,476051.03
55030136,72230904.00,28917672.00,476044.56,72230904.00,28917672.00,476049.75
55648242,76715896.00,27947164.00,475871.71,76715896.00,27947164.00,476014.15
56266348,75316608.00,33207006.00,476126.09,75316608.00,33207006.00,476036.56
56884454,80408712.00,30774928.00,476073.81,80408712.00,30774928.00,476044.00
57502559,74319536.00,32055734.00,476588.87,74319536.00,32055734.00,476153.00
58120664,79545064.00,33709696.00,476490.75,79545064.00,33709696.00,476220.56
58738771,71927048.00,30100524.00,475537.75,71927048.00,30100524.00,476084.03
59356877,78722672.00,31897656.00,475946.71,78722672.00,31897656.00,476056.56
59974983,76235336.00,36336368.00,475751.59,76235336.00,36336368.00,475995.56
60593089,78291104.00,36841988.00,477625.28,78291104.00,36841988.00,476321.53
61211195,76403432.00,35394556.00,476280.09,76403432.00,35394556.00,476313.25
61829300,74963760.00,32470794.00,476119.31,74963760.00,32470794.00,476274.46
62447405,79528096.00,38199120.00,476160.09,79528096.00,38199120.00,476251.62
63065507,81337864.00,38337140.00,476045.09,81337864.00,38337140.00,476210.34
63683613,77932240.00,37754556.00,477042.28,77932240.00,37754556.00,476376.75
64301719,73611784.00,35630504.00,476787.18,73611784.00,35630504.00,476458.84
64919825,75836392.00,39704168.00,476088.90,75836392.00,39704168.00,476384.87
65537930,73691200.00,39276156.00,475190.75,73691200.00,39276156.00,476146.06
66156035,76604776.00,35842428.00,475121.75,76604776.00,35842428.00,475941.18
66774142,80377184.00,42191772.00,476017.68,80377184.00,42191772.00,475956.50
67392248,82621848.00,39706480.00,475641.12,82621848.00,39706480.00,475893.43
68010354,79181800.00,40458856.00,476190.09,79181800.00,40458856.00,475952.78
68628460,78833680.00,41939012.00,476209.28,78833680.00,41939012.00,476004.06
69246566,74812000.00,42095068.00,476044.03,74812000.00,42095068.00,476012.06
69864671,77534576.00,39509956.00,476339.09,77534576.00,39509956.00,476077.46
70482776,78195520.00,44318888.00,476316.00,78195520.00,44318888.00,476125.18
71100882,75763792.00,46926732.00,476325.03,75763792.00,46926732.00,476165.15
71718988,80008440.00,42774836.00,475511.03,80008440.00,42774836.00,476034.34
72337094,74472592.00,43536492.00,475857.12,74472592.00,43536492.00,475998.90
72955200,81389560.00,43656540.00,475765.75,81389560.00,43656540.00,475952.28
73573305,75036400.00,45325840.00,475762.68,75036400.00,45325840.00,475914.37
74191410,75508624.00,45308888.00,476138.56,75508624.00,45308888.00,475959.21
74809518,76296952.00,47721744.00,475851.56,76296952.00,47721744.00,475937.68
75427622,79320800.00,45988768.00,475502.37,79320800.00,45988768.00,475850.62
76045728,81816008.00,50780320.00,476430.53,81816008.00,50780320.00,475966.62
76663834,73375368.00,48077788.00,476533.40,73375368.00,48077788.00,476080.00
77281940,77093584.00,46472264.00,475937.59,77093584.00,46472264.00,476051.53
77900045,81090424.00,50803864.00,475180.31,81090424.00,50803864.00,475877.28
78518150,79821632.00,46808520.00,475531.96,79821632.00,46808520.00,475808.25
79136258,81396088.00,54046860.00,476097.31,81396088.00,54046860.00,475866.06
79754362,76914104.00,50737164.00,475644.56,76914104.00,50737164.00,475821.75
80372468,78156344.00,54742952.00,475948.59,78156344.00,54742952.00,475847.12
80990574,80173392.00,53902168.00,476701.12,80173392.00,53902168.00,476017.93
81608680,83179184.00,54162976.00,475670.37,83179184.00,54162976.00,475948.43
82226785,81780136.00,56094864.00,476223.37,81780136.00,56094864.00,476003.43
82844893,79198912.00,55840176.00,476080.28,79198912.00,55840176.00,476018.81
83462998,79443192.00,57011660.00,475915.15,79443192.00,57011660.00,475998.09
84081103,78950712.00,58068648.00,476339.75,78950712.00,58068648.00,476066.43
84699209,80675576.00,55881816.00,476569.00,80675576.00,55881816.00,476166.96
85317315,80525400.00,57528060.00,476104.53,80525400.00,57528060.00,476154.50
85935421,82975408.00,58656640.00,476971.12,82975408.00,58656640.00,476317.81
86553526,78755912.00,59670752.00,476251.28,78755912.00,59670752.00,476304.50
87171634,84618032.00,59222696.00,475712.31,84618032.00,59222696.00,476186.06
87789739,77357096.00,56294192.00,476825.40,77357096.00,56294192.00,476313.93
88407844,77706416.00,60247504.00,475862.28,77706416.00,60247504.00,476223.62
89025950,81681144.00,59041224.00,476062.03,81681144.00,59041224.00,476191.31
89644056,79154488.00,61306672.00,475785.68,79154488.00,61306672.00,476110.18
90262162,81927376.00,60250236.00,475631.62,81927376.00,60250236.00,476014.50
90880270,80920600.00,62270076.00,475342.25,80920600.00,62270076.00,475880.06
91498375,80457496.00,64888360.00,476287.53,80457496.00,64888360.00,475961.56
92116480,84673584.00,60142284.00,475947.81,84673584.00,60142284.00,475958.81
92734585,82174824.00,58819512.00,475259.46,82174824.00,58819512.00,475818.96
93352691,84023640.00,61301772.00,476368.96,84023640.00,61301772.00,475929.00
93970797,83291408.00,63107504.00,476308.40,83291408.00,63107504.00,476004.90
94588903,80206272.00,62036364.00,476223.31,80206272.00,62036364.00,476048.59
95207011,84591352.00,61759456.00,476186.31,84591352.00,61759456.00,476076.12
95825116,82213896.00,63435536.00,476441.28,82213896.00,63435536.00,476149.15
96443220,84734872.00,63124620.00,476580.87,84734872.00,63124620.00,476235.53
97061326,85425032.00,61602608.00,477035.81,85425032.00,61602608.00,476395.59
97679432,87374888.00,61961220.00,476914.68,87374888.00,61961220.00,476499.40
98297538,87970736.00,64727376.00,476846.09,87970736.00,64727376.00,476568.75
98915644,82960136.00,64680728.00,475550.46,82960136.00,64680728.00,476365.09
99533752,83060320.00,67096216.00,475799.90,83060320.00,67096216.00,476252.06
100151857,84067904.00,67460512.00,475991.00,84067904.00,67460512.00,476199.87
100769961,86059544.00,64879268.00,476364.56,86059544.00,64879268.00,476232.81
101388067,82968864.00,65863148.00,475820.09,82968864.00,65863148.00,476150.28
102006173,85074608.00,66676996.00,476047.90,85074608.00,66676996.00,476129.81
102624279,88837280.00,68082992.00,476325.56,88837280.00,68082992.00,476168.96
103242388,86193448.00,67357920.00,475913.75,86193448.00,67357920.00,476117.93
103860493,86448680.00,65877108.00,476094.56,86448680.00,65877108.00,476113.25
104478598,84642312.00,66660016.00,476150.53,84642312.00,66660016.00,476120.68
105096702,84884152.00,69732992.00,476313.56,84884152.00,69732992.00,476159.28
105714809,86767992.00,64308740.00,476290.09,86767992.00,64308740.00,476185.46
106332914,82907480.00,69100048.00,476399.62,82907480.00,69100048.00,476228.31
106951041,87252384.00,68889792.00,475821.09,87252384.00,68889792.00,476146.87
107569148,89210152.00,68866680.00,476637.18,89210152.00,68866680.00,476244.93
108187254,85057520.00,71527840.00,476252.53,85057520.00,71527840.00,476246.46
108805360,85780080.00,70740856.00,476340.71,85780080.00,70740856.00,476265.34
109423466,87072872.00,73660048.00,475498.28,87072872.00,73660048.00,476111.93
110041571,88596376.00,72144096.00,475721.59,88596376.00,72144096.00,476033.87
110659676,84207088.00,70455080.00,476078.81,84207088.00,70455080.00,476042.87
111277784,87209520.00,73526848.00,475789.15,87209520.00,73526848.00,475992.15
111895888,87252384.00,74315496.00,476357.43,87252384.00,74315496.00,476065.21
112513994,86074576.00,68887120.00,475779.43,86074576.00,68887120.00,476008.06
113132100,84894744.00,71591232.00,475270.46,84894744.00,71591232.00,475860.56
113750206,84025848.00,73107752.00,476039.28,84025848.00,73107752.00,475896.31
114368311,86910536.00,75471256.00,475858.96,86910536.00,75471256.00,475888.87
114986416,86400048.00,73567808.00,476572.12,86400048.00,73567808.00,476025.53
115604524,89685896.00,73713528.00,476463.28,89685896.00,73713528.00,476113.09
116222628,84001584.00,73866416.00,475985.53,84001584.00,73866416.00,476087.56
116840734,86169184.00,74625704.00,475896.81,86169184.00,74625704.00,476049.43
117458840,86100064.00,75831808.00,475789.53,86100064.00,75831808.00,475997.46
118076946,82359800.00,73657288.00,476279.37,82359800.00,73657288.00,476053.84
118695051,90541288.00,72216328.00,475887.96,90541288.00,72216328.00,476020.68
119313159,84639616.00,76707936.00,475810.53,84639616.00,76707936.00,475978.68
119931265,87837648.00,73549288.00,476084.56,87837648.00,73549288.00,475999.87
120549370,87463816.00,77831672.00,475833.75,87463816.00,77831672.00,475966.65
121167475,87424624.00,76335352.00,476253.90,87424624.00,76335352.00,476024.12
121785581,85529952.00,73589248.00,476309.46,85529952.00,73589248.00,476081.21
122403688,90481336.00,74179776.00,476148.15,90481336.00,74179776.00,476094.59
123021795,88061440.00,76984472.00,475737.53,88061440.00,76984472.00,476023.18
123639900,90333376.00,75875384.00,476208.62,90333376.00,75875384.00,476060.28
124258004,88805816.00,76075088.00,476152.96,88805816.00,76075088.00,476078.81
124876110,85949880.00,76677184.00,475659.68,85949880.00,76677184.00,475995.00
125494216,85502264.00,79877256.00,475313.87,85502264.00,79877256.00,475858.78
126112323,89037888.00,79089496.00,475568.62,89037888.00,79089496.00,475800.75
126730428,87124408.00,76982152.00,477012.15,87124408.00,76982152.00,476043.03
127348536,83847136.00,79227272.00,475791.59,83847136.00,79227272.00,475992.75
127966642,86299200.00,80272152.00,475802.09,86299200.00,80272152.00,475954.62
128584745,89965376.00,80721672.00,475905.71,89965376.00,80721672.00,475944.87
129202851,87373680.00,78949312.00,475382.25,87373680.00,78949312.00,475832.37
129820957,84215080.00,77395880.00,475846.28,84215080.00,77395880.00,475835.15
130439063,90853856.00,76045048.00,475720.90,90853856.00,76045048.00,475812.31
131057172,84460096.00,78175208.00,476092.46,84460096.00,78175208.00,475868.34
131675277,87587912.00,77668456.00,476088.56,87587912.00,77668456.00,475912.40
132293382,88123568.00,79071592.00,475850.59,88123568.00,79071592.00,475900.06
132911486,86143712.00,79499000.00,475786.59,86143712.00,79499000.00,475877.37
133529592,88409576.00,76564760.00,476282.62,88409576.00,76564760.00,475958.43
134147698,89965360.00,76817472.00,475881.25,89965360.00,76817472.00,475943.00
134765804,87165264.00,80305616.00,475997.59,87165264.00,80305616.00,475953.93
135383913,86559000.00,79582216.00,477014.56,86559000.00,79582216.00,476166.06
136002018,87437360.00,74551424.00,476300.18,87437360.00,74551424.00,476192.87
136620124,87895528.00,78681224.00,476257.03,87895528.00,78681224.00,476205.71
137238227,86736872.00,78232080.00,475591.87,86736872.00,78232080.00,476082.96
137856333,88821992.00,80545728.00,476213.43,88821992.00,80545728.00,476109.06
138474439,84781136.00,79894400.00,475957.00,84781136.00,79894400.00,476078.65
139092548,86171752.00,78484080.00,476018.71,86171752.00,78484080.00,476066.68
139710654,89600984.00,77530088.00,476058.75,89600984.00,77530088.00,476065.09
140328759,84088216.00,75204192.00,476285.25,84088216.00,75204192.00,476109.15
140946864,88241456.00,75535336.00,476122.46,88241456.00,75535336.00,476111.84
141564968,85793168.00,80087904.00,475568.68,85793168.00,80087904.00,476003.21
142183074,88647320.00,77117168.00,475948.09,88647320.00,77117168.00,475992.21
142801180,89054880.00,76565976.00,476174.18,89054880.00,76565976.00,476028.62
143419289,86617992.00,78783720.00,476186.81,86617992.00,78783720.00,476060.28
144037396,86496296.00,82305488.00,476174.56,86496296.00,82305488.00,476083.12
144655501,87216224.00,74669832.00,476044.40,87216224.00,74669832.00,476075.37
145273605,89394512.00,77188328.00,475163.90,89394512.00,77188328.00,475893.09
145891709,85942960.00,75712032.00,475830.43,85942960.00,75712032.00,475880.56
146509815,90481344.00,77462624.00,476091.25,90481344.00,77462624.00,475922.71
147127924,88294472.00,80602888.00,475664.59,88294472.00,80602888.00,475871.12
147746030,90205400.00,76536464.00,475465.53,90205400.00,76536464.00,475790.00
148364136,87110464.00,75649816.00,476506.43,87110464.00,75649816.00,475933.28
148982241,89790760.00,76718048.00,475801.96,89790760.00,76718048.00,475907.03
149600346,87970456.00,76961408.00,477073.62,87970456.00,76961408.00,476140.34
150218450,84790040.00,77215424.00,476092.28,84790040.00,77215424.00,476130.75
150836556,84435840.00,78796888.00,476505.81,84435840.00,78796888.00,476205.75
151454666,87433120.00,81528712.00,476213.03,87433120.00,81528712.00,476207.18
152072771,90965824.00,77833664.00,475829.81,90965824.00,77833664.00,476131.71
152690877,83853824.00,79106096.00,476636.53,83853824.00,79106096.00,476232.68
153308983,84541768.00,80299896.00,476287.03,84541768.00,80299896.00,476243.56
153927087,88492072.00,79419240.00,476098.59,88492072.00,79419240.00,476214.56
154545191,86483344.00,80978416.00,475358.75,86483344.00,80978416.00,476043.40
155163301,89799648.00,74523536.00,477087.90,89799648.00,74523536.00,476252.31
155781407,86976448.00,75298560.00,476089.68,86976448.00,75298560.00,476219.78
