PF=0.4
0:00:00,825988.2,8863.127,6066.757,13586.294,13320.954999999998,2899594400.0,1012672000.0,16213.839000000002
0:39:30,825523.6,12534.866,7859.331,17021.608,24375.389000000003,46777.888,10177257000.0,17102.733
1:19:00,825820.15,12564.960000000001,7921.373,17123.375,24466.381,46814.613,20354612000.0,17096.089
1:58:30,825650.4,12577.258,7954.69,17186.656,24517.576999999997,46933.328,6740746600.0,17102.072
2:38:00,825523.6,12601.239,7980.110000000001,17238.653,24554.492000000002,46996.431,10177257000.0,17104.739
3:17:30,825735.25,12477.155,21529.109,17502.079999999998,24883.961,47522.375,18144.848,16792.123
PF=0.6
3:57:00,821992.5,9084.716,17799.0,14426.069,20782.144,48131.166,15996.688,16460.78
4:36:30,822705.55,9148.198,17813.15,14436.867000000002,20758.069,48429.95,16322.073,16661.208
PF=1.0
5:16:00,825481.55,12621.526,21448.834,17519.5,24208.773,50638.746999999996,19132.086,16919.347
5:55:30,825481.55,12615.366,21481.797,17536.245000000003,24224.528,50719.484000000004,19338.439000000002,16851.734
6:35:00,825567.2,12619.672999999999,21498.272,17548.992000000002,24232.766,50775.956,19192.747,16830.527
7:14:30,825735.25,12627.675,21493.269,17555.708,24251.507999999998,50843.531,19173.428,16839.142
7:54:00,825820.15,12640.598,21490.4,17556.379999999997,24251.507999999998,50914.519,19176.201999999997,16848.406
8:33:30,825862.15,12644.291000000001,21490.4,17560.405,24255.272,50987.784,19154.144,16839.142
9:13:00,825777.3,12652.280999999999,21482.517,17569.786,24268.017,51037.775,19199.639000000003,16859.004999999997
9:52:30,825820.15,12678.752,21481.797,17584.55,24285.272,51116.719,19225.167,16878.241
10:32:00,825481.55,12679.992,21461.027,17579.853,24293.522,51147.884000000005,19168.613,16885.523
11:11:30,825693.25,12657.828,21450.994,17591.927,24282.275,51216.916,19185.844,16898.127
11:51:00,825609.2,12656.600999999999,21435.959,17595.278,24286.016,51260.381,19175.504999999997,16898.127
12:30:30,825693.25,12683.072,21423.767,17608.709,24292.766,51342.909,19291.445,16937.273
13:10:00,825777.3,12689.846000000001,21414.469,17611.388,24294.277,51387.566,19241.725,16946.560999999998
13:49:30,825777.3,12702.167,21398.017,17613.406,24295.031,51450.103,19285.238,16957.844
14:29:00,825820.15,12720.035,21387.997,17611.388,24286.77,51493.713,19267.972,16961.159
15:08:30,825777.3,12714.488000000001,21373.681,17612.072,24286.77,51540.681,19195.509,16955.189000000002
15:48:00,825777.3,12719.421,21352.238,17614.763,24286.016,51612.319,19215.513,16983.076999999997
16:27:30,825481.55,12719.421,21332.198,17618.775,24284.528,51656.022,19210.673000000003,16993.036
17:07:00,825777.3,12717.569,21313.622,17616.097,24280.764000000003,51697.490999999995,19121.064000000002,16977.092
17:46:30,825439.65,12740.369999999999,21294.326999999997,17620.132999999998,24291.28,51758.047,19115.564000000002,17009.642
18:26:00,825777.3,12737.903,21278.619,17622.139000000003,24292.022,51816.419,19175.504999999997,17018.28
19:05:30,825735.25,12739.142,21267.194,17625.503,24295.031,51862.469,19105.911,17028.914
19:45:00,825777.3,12744.689,21247.203,17630.872,24288.281,51915.303,19110.738,17030.247
20:24:30,825777.3,12756.396,21221.509,17634.897,24289.769,51960.294,19049.475,17238.653
21:04:00,825777.3,12763.17,21201.53,17630.211,24273.27,52000.819,19036.398,17382.257999999998
21:43:30,825777.3,12763.796,21187.981,17632.891,24270.272,52024.459,18989.639000000003,17382.919
22:23:00,825777.3,12768.103,21177.277,17631.545000000002,24273.27,52061.621999999996,19030.214,17390.944
23:02:30,825777.3,12777.367999999999,21165.866,17637.588,24274.013,52105.572,18943.613,17406.333
23:42:00,825693.25,12781.688,21145.2,17644.975,24274.013,52146.159,18925.072,17408.339
1 day, 0:21:30,825820.15,12773.674,21126.672,17649.684,24275.513,52167.591,18890.753,17409.013
1 day, 1:01:00,825523.6,12770.582,21108.863,17655.727,24274.013,52192.431,18899.675,17411.68
1 day, 1:40:30,825820.15,12768.103,21094.617000000002,17657.745000000003,24271.759,52200.316,18868.117000000002,17414.358
1 day, 2:20:00,825609.2,12772.434,21075.392,17659.078,24283.761,52234.188,18862.629999999997,17417.038
1 day, 2:59:30,825735.25,12767.49,21050.503,17659.752,24293.522,52252.256,18852.35,17418.370000000003
1 day, 3:39:00,825777.3,12778.607,21034.134,17663.114,24295.775,52273.721999999994,18835.888,17421.722
1 day, 4:18:30,825820.15,12774.288,21012.089,17665.805,24292.766,52294.056,18824.923000000003,17421.060999999998
1 day, 4:58:00,825567.2,12770.582,20997.159,17669.156,24285.272,52322.322,18813.959,17414.358
1 day, 5:37:30,825693.25,12771.821,20986.491,17673.204999999998,24282.275,52363.025,18839.309,17423.717
1 day, 6:17:00,825735.25,12773.060000000001,20973.709,17680.581,24288.281,52363.025,18821.489,17422.382999999998
1 day, 6:56:30,825523.6,12783.539999999999,20969.438000000002,17697.388,24289.025,52377.731,18818.763,17423.717
1 day, 7:36:00,825693.25,12790.939999999999,20963.748,17702.095,24293.522,52396.969,18811.894,17427.079999999998
1 day, 8:15:30,825523.6,12798.352,20963.041,17714.204999999998,24287.514000000003,52420.725,18833.833,17436.439000000002
1 day, 8:55:00,825777.3,12801.431,20957.364,17722.277,24285.272,52438.844,18831.769,17438.445
1 day, 9:34:30,825523.6,12803.898,20958.792,17726.985999999997,24292.766,52456.956000000006,18822.184,17441.797
1 day, 10:14:00,825609.2,12816.856,20960.197,17736.403,24300.284,52467.14399999999,18832.464,17435.778
