id,capteur,raw,filtered,date
411,a1,110.7073,110.5535,2026-05-04 16:29:39.320629
412,a2,155.9268,158.1678,2026-05-04 16:29:39.506831
413,a3,183.7317,183.704,2026-05-04 16:29:39.646156
415,a0,145.2683,145.1388,2026-05-04 16:31:43.586956
416,a1,111.0488,110.9996,2026-05-04 16:31:43.616394
417,a2,156.0976,156.0796,2026-05-04 16:31:43.730921
418,a3,183.8781,183.4295,2026-05-04 16:31:43.909201
420,a0,145.1951,145.1416,2026-05-04 16:33:46.385087
421,a1,111.0976,111.0045,2026-05-04 16:33:46.419950
422,a2,156.1219,156.0817,2026-05-04 16:33:46.523787
423,a3,183.8049,183.4483,2026-05-04 16:33:46.707053
425,a0,145.2683,145.1479,2026-05-04 16:35:49.058400
426,a1,111.1463,111.0116,2026-05-04 16:35:49.133272
427,a2,971.0,0.0,2026-05-04 16:35:49.290563
428,a3,184.1219,183.6708,2026-05-04 16:35:49.494829
430,a0,145.1219,145.1696,2026-05-04 16:37:54.770678
431,a1,111.5854,111.4198,2026-05-04 16:37:54.882382
432,a2,157.2439,156.5146,2026-05-04 16:37:55.030912
433,a3,186.3415,186.0051,2026-05-04 16:37:55.120031
435,a0,145.1219,145.1672,2026-05-04 16:39:57.725172
436,a1,111.4634,111.422,2026-05-04 16:39:57.814734
437,a2,157.3171,156.5548,2026-05-04 16:39:58.005966
438,a3,186.7561,186.0427,2026-05-04 16:39:58.110419
440,a0,145.5366,145.276,2026-05-04 16:42:03.014210
441,a1,111.7561,111.6113,2026-05-04 16:42:03.115163
442,a2,187.0488,174.9475,2026-05-04 16:42:03.216320
443,a3,203.0732,195.649,2026-05-04 16:42:03.319479
445,a0,145.5122,145.2878,2026-05-04 16:44:05.722497
446,a1,111.7317,111.6173,2026-05-04 16:44:05.818826
447,a2,184.439,175.4221,2026-05-04 16:44:05.922664
448,a3,203.5854,196.0458,2026-05-04 16:44:06.109366
450,a0,145.561,145.3015,2026-05-04 16:46:08.407950
451,a1,111.6341,111.6182,2026-05-04 16:46:08.707811
454,a0,145.3902,145.6658,2026-05-04 16:48:14.036573
455,a1,111.7561,111.7236,2026-05-04 16:48:14.114422
456,a2,219.9024,246.9687,2026-05-04 16:48:14.212539
457,a3,252.8781,263.0255,2026-05-04 16:48:14.321486
459,a0,145.2927,145.6471,2026-05-04 16:50:16.775603
460,a1,111.7073,111.7228,2026-05-04 16:50:16.815164
461,a2,224.6098,245.8508,2026-05-04 16:50:16.916426
462,a3,210.8537,260.4169,2026-05-04 16:50:17.106633
464,a0,145.3415,145.6318,2026-05-04 16:52:19.324180
465,a1,111.6585,111.7196,2026-05-04 16:52:19.448922
466,a2,9.0,0.0,2026-05-04 16:52:19.542163
468,a0,146.2439,146.0475,2026-05-04 16:54:24.434163
469,a1,111.5854,111.5582,2026-05-04 16:54:24.509198
470,a2,269.3658,217.8708,2026-05-04 16:54:24.622914
471,a3,168.8781,170.3963,2026-05-04 16:54:24.735890
473,a0,146.2927,146.0598,2026-05-04 16:56:27.112416
474,a1,111.7561,111.5681,2026-05-04 16:56:27.235380
475,a2,268.9512,220.4249,2026-05-04 16:56:27.372074
476,a3,168.7805,170.3155,2026-05-04 16:56:27.464392
478,a0,146.4146,146.2795,2026-05-04 16:58:30.150823
479,a1,111.8781,111.7684,2026-05-04 16:58:30.240486
480,a2,229.9024,237.8995,2026-05-04 16:58:30.408755
482,a0,146.3902,146.3945,2026-05-04 17:00:32.406460
483,a1,111.9756,111.9376,2026-05-04 17:00:32.507171
484,a2,157.6341,198.5907,2026-05-04 17:00:32.623974
485,a3,169.2927,169.2279,2026-05-04 17:00:32.712797
487,a0,146.1707,146.2836,2026-05-04 17:02:35.046391
488,a1,112.1463,112.041,2026-05-04 17:02:35.119757
489,a2,158.9268,168.2985,2026-05-04 17:02:35.230939
491,a0,145.9512,146.1484,2026-05-04 17:04:37.457467
492,a1,112.2683,112.1879,2026-05-04 17:04:37.517500
493,a2,160.4146,162.0705,2026-05-04 17:04:37.635205
494,a3,169.7805,169.5591,2026-05-04 17:04:37.823073
496,a0,145.9268,146.1373,2026-05-04 17:06:39.843550
497,a1,112.1463,112.1858,2026-05-04 17:06:39.918378
498,a2,96.0,0.0,2026-05-04 17:06:40.106029
500,a0,146.2195,146.1453,2026-05-04 17:08:42.454377
501,a1,112.2683,112.2152,2026-05-04 17:08:42.522220
502,a2,158.9024,160.7907,2026-05-04 17:08:42.617157
503,a3,169.7805,169.68398,2026-05-04 17:08:42.808686
505,a0,146.2439,146.2387,2026-05-04 17:10:45.991639
506,a1,112.7317,112.5304,2026-05-04 17:10:46.024462
507,a2,159.4146,159.033,2026-05-04 17:10:46.117761
508,a3,169.0488,169.1639,2026-05-04 17:10:46.313001
510,a0,146.2927,146.2414,2026-05-04 17:12:48.296964
511,a1,112.7073,112.5393,2026-05-04 17:12:48.387935
512,a2,159.4634,159.0545,2026-05-04 17:12:48.505920
513,a3,169.0,169.1557,2026-05-04 17:12:48.611206
515,a0,146.2439,146.2415,2026-05-04 17:14:50.708919
516,a1,112.6585,112.5452,2026-05-04 17:14:50.810232
518,a0,146.2927,146.2543,2026-05-04 17:16:56.213019
519,a1,112.7805,112.63,2026-05-04 17:16:56.311260
520,a2,187.5366,171.0539,2026-05-04 17:16:56.432581
521,a3,168.9268,168.9155,2026-05-04 17:16:56.533100
523,a0,146.2195,146.2526,2026-05-04 17:18:58.946613
524,a1,112.7317,112.6351,2026-05-04 17:18:59.108480
525,a2,188.3902,171.9207,2026-05-04 17:18:59.227235
526,a3,168.8537,168.9124,2026-05-04 17:18:59.314914
528,a0,146.2927,146.2439,2026-05-04 17:22:04.444249
529,a1,112.6341,112.6806,2026-05-04 17:22:04.544624
530,a2,209.0976,198.3794,2026-05-04 17:22:04.710204
531,a3,169.1219,169.0817,2026-05-04 17:22:04.821501
533,a0,146.0976,146.1945,2026-05-04 17:24:10.331434
534,a1,112.6341,112.6036,2026-05-04 17:24:10.434180
535,a2,214.3171,211.3516,2026-05-04 17:24:10.611211
536,a3,169.561,169.365,2026-05-04 17:24:10.724313
538,a0,146.1707,146.1933,2026-05-04 17:26:12.836739
539,a1,112.5854,112.6027,2026-05-04 17:26:12.918244
540,a2,215.0488,211.5364,2026-05-04 17:26:13.017772
541,a3,169.561,169.3748,2026-05-04 17:26:13.208904
543,a0,146.2927,146.1983,2026-05-04 17:28:15.711683
544,a1,112.5122,112.5982,2026-05-04 17:28:15.815632
545,a2,2.5432,0.0,2026-05-04 17:28:15.919936
547,a0,146.1951,146.1911,2026-05-04 17:30:17.938664
548,a1,112.1707,112.397,2026-05-04 17:30:18.015650
549,a2,214.9024,214.2179,2026-05-04 17:30:18.123945
550,a3,169.6341,169.6817,2026-05-04 17:30:18.310602
552,a0,146.1219,146.194,2026-05-04 17:32:20.330417
553,a1,111.8049,112.0514,2026-05-04 17:32:20.418917
555,a3,169.9512,169.8582,2026-05-04 17:32:20.707414
557,a0,146.0488,146.1387,2026-05-04 17:34:25.326742
558,a1,112.0976,112.0754,2026-05-04 17:34:25.426400
559,a2,148.4634,156.1873,2026-05-04 17:34:25.611150
560,a3,170.0488,170.0502,2026-05-04 17:34:25.717292
562,a0,146.0488,146.1342,2026-05-04 17:36:28.019177
563,a1,112.0732,112.0753,2026-05-04 17:36:28.122283
564,a2,148.7317,155.8145,2026-05-04 17:36:28.241871
565,a3,170.1219,170.0538,2026-05-04 17:36:28.413087
567,a0,146.0488,146.0993,2026-05-04 17:38:33.361434
568,a1,112.2683,112.2044,2026-05-04 17:38:33.432198
569,a2,149.6829,149.6995,2026-05-04 17:38:33.533246
570,a3,170.2683,170.1845,2026-05-04 17:38:33.641759
