Date_Heure;W1_raw;W1_f;W2_raw;W2_f;W3_raw;W3_f;W4_raw;W4_f
2026-06-09 01:49:08;1005.00;1008.42;1012.00;1009.34;1006.00;1007.70;1008.00;1009.10
2026-06-09 01:54:13;1012.00;1008.71;1009.00;1009.60;1004.00;1008.17;1005.00;1009.71
2026-06-09 01:59:19;1007.00;1008.47;1007.00;1009.54;1010.00;1008.47;1006.00;1009.11
2026-06-09 02:04:24;1007.00;1008.30;1006.00;1008.67;1003.00;1008.38;1008.00;1009.10
2026-06-09 02:09:29;1011.00;1008.45;1011.00;1008.71;1017.00;1008.41;1009.00;1009.27
2026-06-09 02:14:35;1009.00;1008.36;1003.00;1008.84;1003.00;1008.18;1009.00;1008.99
2026-06-09 02:19:40;1002.00;1008.39;1010.00;1008.40;1008.00;1008.13;1007.00;1009.30
2026-06-09 02:24:46;1005.00;1008.45;1018.00;1008.85;1005.00;1008.30;1012.00;1009.43
2026-06-09 02:29:51;1009.00;1008.77;1003.00;1008.45;1011.00;1008.46;1007.00;1009.11
2026-06-09 02:34:56;1000.00;1008.54;1015.00;1008.42;999.00;1008.35;1006.00;1009.04
2026-06-09 02:40:02;1009.00;1007.98;1008.00;1008.70;1013.00;1008.17;1001.00;1008.80
2026-06-09 02:45:07;1007.00;1008.32;1010.00;1008.67;1010.00;1007.91;1009.00;1009.21
2026-06-09 02:50:12;1009.00;1008.19;1008.00;1008.70;1009.00;1007.92;1005.00;1009.11
2026-06-09 02:55:18;1008.00;1008.63;1012.00;1009.21;1014.00;1007.94;1005.00;1008.78
2026-06-09 03:00:23;1002.00;1008.22;1010.00;1009.12;1002.00;1008.13;1008.00;1009.30
2026-06-09 03:05:28;1003.00;1008.49;1006.00;1009.05;1007.00;1008.39;1010.00;1009.52
2026-06-09 03:10:34;1006.00;1008.53;1010.00;1009.00;1007.00;1008.16;1010.00;1009.40
2026-06-09 03:15:39;1007.00;1008.82;1007.00;1008.77;1012.00;1008.27;1016.00;1009.56
2026-06-09 03:20:45;1005.00;1008.53;1007.00;1008.91;1004.00;1008.22;1007.00;1009.31
2026-06-09 03:25:50;1006.00;1008.23;1004.00;1009.34;1010.00;1008.04;1012.00;1009.23
2026-06-09 03:30:55;1009.00;1008.40;1005.00;1009.04;1009.00;1008.57;1011.00;1009.26
2026-06-09 03:36:01;1010.00;1008.58;1016.00;1009.40;1007.00;1008.85;1000.00;1008.86
2026-06-09 03:41:06;1000.00;1008.61;1008.00;1009.41;1003.00;1008.59;1010.00;1009.30
2026-06-09 03:46:11;1020.00;1008.84;1013.00;1009.44;997.00;1008.25;1007.00;1008.84
2026-06-09 03:51:17;1008.00;1008.68;1006.00;1009.39;1005.00;1008.21;1011.00;1008.94
2026-06-09 03:56:22;1009.00;1008.36;1009.00;1008.86;1009.00;1008.58;1009.00;1008.73
2026-06-09 04:01:27;1007.00;1008.59;1014.00;1008.43;1011.00;1008.29;1001.00;1008.66
2026-06-09 04:06:33;1005.00;1008.34;1007.00;1008.63;1004.00;1008.39;1004.00;1008.48
2026-06-09 04:11:38;1006.00;1008.37;1001.00;1008.66;1003.00;1008.04;1005.00;1008.53
2026-06-09 04:16:43;1015.00;1008.55;1003.00;1008.45;1004.00;1008.37;1004.00;1009.10
2026-06-09 04:21:49;1007.00;1008.57;1001.00;1008.69;1007.00;1008.36;1011.00;1008.66
2026-06-09 04:26:54;1000.00;1008.02;1009.00;1008.61;1000.00;1008.57;1011.00;1009.15
2026-06-09 04:32:00;1008.00;1008.07;1004.00;1008.54;1009.00;1008.49;1009.00;1009.23
2026-06-09 04:37:05;1000.00;1008.37;1008.00;1009.01;1002.00;1008.34;1010.00;1009.09
2026-06-09 04:42:10;1010.00;1008.68;1004.00;1009.07;1001.00;1008.36;1011.00;1009.76
2026-06-09 04:47:16;1008.00;1008.98;1003.00;1008.92;1001.00;1008.70;1008.00;1009.79
2026-06-09 04:52:21;1005.00;1008.82;1009.00;1009.36;1010.00;1008.45;1006.00;1009.60
2026-06-09 04:57:26;1000.00;1008.66;1006.00;1009.27;1009.00;1008.69;1004.00;1009.32
2026-06-09 05:02:32;1006.00;1008.59;1014.00;1009.45;1004.00;1008.82;1006.00;1009.29
2026-06-09 05:07:37;1014.00;1009.46;1010.00;1009.54;1012.00;1008.93;1006.00;1009.70
2026-06-09 05:12:42;1012.00;1009.45;1013.00;1009.80;1006.00;1009.02;1007.00;1009.37
2026-06-09 05:17:48;1008.00;1009.07;1014.00;1010.02;1018.00;1009.08;1006.00;1009.70
2026-06-09 05:22:53;1003.00;1008.95;1004.00;1010.38;1010.00;1008.93;1009.00;1010.00
2026-06-09 05:27:59;1017.00;1009.16;1015.00;1010.01;1016.00;1008.65;1008.00;1009.92
2026-06-09 05:33:04;1013.00;1009.32;1008.00;1009.68;1003.00;1008.70;1009.00;1009.85
2026-06-09 05:38:09;1004.00;1009.16;1008.00;1009.56;1009.00;1009.04;1006.00;1009.48
2026-06-09 05:43:15;1009.00;1009.04;1011.00;1009.78;1003.00;1009.06;1002.00;1009.54
2026-06-09 05:48:20;1011.00;1009.20;1008.00;1009.79;1003.00;1008.84;1009.00;1009.83
2026-06-09 05:53:25;1010.00;1008.99;1012.00;1009.42;1005.00;1009.11;1014.00;1010.34
2026-06-09 05:58:31;1013.00;1008.96;1010.00;1009.41;1005.00;1009.57;1005.00;1010.34
2026-06-09 06:03:36;1017.00;1009.27;1012.00;1010.04;1010.00;1009.24;1011.00;1010.43
2026-06-09 06:08:41;1007.00;1009.47;1012.00;1010.13;1004.00;1009.33;1008.00;1010.20
2026-06-09 06:13:47;1008.00;1009.45;1011.00;1010.09;1010.00;1009.29;1005.00;1009.92
2026-06-09 06:18:52;1012.00;1009.10;1011.00;1010.36;1012.00;1009.40;1010.00;1009.71
2026-06-09 06:23:57;1006.00;1009.43;1004.00;1010.16;1011.00;1009.19;1010.00;1010.15
2026-06-09 06:29:03;1003.00;1009.77;1011.00;1009.93;1012.00;1009.49;1008.00;1010.14
2026-06-09 06:34:08;1006.00;1010.12;1007.00;1009.97;1010.00;1009.97;1009.00;1010.05
2026-06-09 06:39:13;1010.00;1009.97;1016.00;1009.95;1012.00;1010.01;1005.00;1010.71
2026-06-09 06:44:19;1008.00;1009.40;1010.00;1010.45;1007.00;1009.68;1011.00;1010.63
2026-06-09 06:49:24;1001.00;1009.24;1012.00;1009.86;1012.00;1009.10;1013.00;1010.36
2026-06-09 06:54:30;1008.00;1009.36;1008.00;1009.62;1013.00;1009.09;999.00;1009.78
2026-06-09 06:59:35;1012.00;1009.21;1010.00;1009.73;1014.00;1009.25;1015.00;1010.16
2026-06-09 07:04:40;1007.00;1009.26;1012.00;1009.91;1009.00;1009.37;1014.00;1010.18
2026-06-09 07:09:46;1004.00;1009.21;1010.00;1010.36;1013.00;1009.90;1004.00;1010.04
2026-06-09 07:14:51;1009.00;1009.17;1013.00;1010.36;1011.00;1009.68;1010.00;1010.36
2026-06-09 07:19:56;1015.00;1009.78;1012.00;1010.47;1009.00;1009.86;1008.00;1010.66
2026-06-09 07:25:02;1008.00;1010.14;1005.00;1010.00;1004.00;1009.69;1005.00;1010.51
2026-06-09 07:30:07;1007.00;1010.03;1008.00;1010.00;1009.00;1009.96;1008.00;1010.71
2026-06-09 07:35:12;1012.00;1009.94;1007.00;1010.22;1005.00;1009.94;1013.00;1010.57
2026-06-09 07:40:18;1007.00;1009.48;1013.00;1010.39;1002.00;1009.59;1008.00;1010.54
2026-06-09 07:45:23;1015.00;1009.77;1009.00;1010.40;1011.00;1009.60;1011.00;1010.62
2026-06-09 07:50:28;1016.00;1009.83;1007.00;1010.24;1013.00;1009.41;1011.00;1010.83
2026-06-09 07:55:34;1010.00;1009.45;1008.00;1010.18;1008.00;1009.88;1005.00;1010.75
2026-06-09 08:00:39;1004.00;1009.23;1007.00;1010.08;1008.00;1009.82;1012.00;1010.50
2026-06-09 08:05:45;1013.00;1009.59;1007.00;1010.15;1013.00;1009.66;1009.00;1010.77
2026-06-09 08:10:50;1016.00;1009.75;1011.00;1010.14;1003.00;1009.07;1015.00;1010.79
2026-06-09 08:15:55;1007.00;1009.29;1014.00;1009.96;1011.00;1008.96;1014.00;1010.70
2026-06-09 08:21:01;1008.00;1009.14;1012.00;1010.20;1006.00;1008.80;1005.00;1009.96
2026-06-09 08:26:06;1007.00;1009.60;1015.00;1009.82;1006.00;1008.65;1007.00;1009.71
2026-06-09 08:31:11;1007.00;1009.38;1011.00;1010.00;1009.00;1009.15;1009.00;1009.86
2026-06-09 08:36:17;1005.00;1008.99;1005.00;1009.35;1004.00;1008.69;1002.00;1009.48
2026-06-09 08:41:22;1009.00;1008.89;1004.00;1008.83;1006.00;1009.03;1011.00;1009.59
2026-06-09 08:46:27;1007.00;1009.23;1009.00;1009.41;1006.00;1009.51;1014.00;1009.84
