2313947244;WAOU1;218;0.00:310.74:0.00:260.35:8.73:315.58:13.57:541.34
2313947304;WAOU1;219;0.00:206.18:0.00:278.76:10.62:332.10:11.57:371.75
2313947364;WAOU1;220;0.00:218.80:0.00:280.76:11.57:321.36:15.46:408.58
2313947424;WAOU1;221;0.00:369.87:0.94:309.80:5.90:300.12:21.36:463.81
2313947483;WAOU1;222;0.00:323.37:0.00:240.99:11.57:264.24:6.84:291.38
2313947543;WAOU1;223;0.00:261.41:0.94:248.78:11.57:289.50:11.57:398.90
2313947603;WAOU1;224;0.00:245.95:0.94:204.29:8.73:332.10:11.57:368.80
2313947663;WAOU1;225;0.00:315.58:0.00:211.96:14.52:381.43:5.90:394.06
2313947723;WAOU1;226;0.00:245.95:0.00:223.64:15.46:345.55:6.84:384.26
2313947782;WAOU1;227;0.00:316.52:0.00:248.78:23.25:282.65:10.62:438.55
2313947842;WAOU1;228;0.00:288.55:0.00:240.05:7.79:316.52:11.57:422.15
2313947902;WAOU1;229;0.00:321.36:0.00:257.51:7.79:342.72:7.79:395.95
2313947962;WAOU1;230;0.00:289.50:0.00:187.88:22.31:312.75:16.40:366.92
2313948022;WAOU1;231;0.00:296.22:2.01:223.64:7.79:422.15:3.89:356.29
2313948081;WAOU1;232;0.00:272.97:0.00:296.22:6.84:289.50:15.46:353.34
2313948141;WAOU1;233;0.00:325.26:0.00:292.45:10.62:280.76:8.73:355.35
2313948201;WAOU1;234;0.00:272.97:0.00:238.16:13.57:291.38:13.57:409.52
2313948261;WAOU1;235;0.00:260.35:0.00:212.90:8.73:244.89:13.57:426.04
2313948321;WAOU1;236;0.00:266.25:0.00:191.66:10.62:271.09:15.46:335.99
2313948380;WAOU1;237;0.00:207.24:0.00:178.09:14.52:306.84:4.84:433.71
2313948440;WAOU1;238;0.00:291.38:0.00:204.29:13.57:330.09:8.73:302.95
2313948500;WAOU1;239;0.00:285.60:0.00:219.75:17.47:415.30:11.57:382.38
2313948560;WAOU1;240;0.00:299.06:0.00:205.23:13.57:361.13:14.52:323.37
2313948620;WAOU1;241;0.00:327.26:0.00:253.62:5.90:404.68:13.57:319.47
2313948679;WAOU1;242;0.00:271.09:0.00:281.71:10.62:262.35:8.73:336.94
2313941504;WAOU1;243;0.00:233.20:0.94:223.64:10.62:306.84:16.40:346.62
2313941563;WAOU1;244;0.00:258.46:0.00:227.54:4.84:323.37:11.57:476.32
2313941623;WAOU1;245;0.00:310.74:0.00:272.03:8.73:292.45:13.57:299.06
2313941683;WAOU1;246;0.00:242.05:0.00:285.60:10.62:300.12:8.73:295.28
2313941743;WAOU1;247;0.00:206.18:0.00:259.40:7.79:293.39:7.79:270.14
2313941802;WAOU1;248;0.00:314.63:2.95:206.18:9.68:324.31:13.57:405.63
2313941862;WAOU1;249;0.00:240.05:0.00:209.13:5.90:329.15:15.46:472.54
2313941922;WAOU1;250;0.00:257.51:0.00:232.26:6.84:344.61:7.79:354.41
2313941982;WAOU1;251;0.00:260.35:2.01:223.64:20.30:315.58:19.35:435.72
2313942042;WAOU1;252;0.00:307.91:0.00:238.16:15.46:314.63:15.46:271.09
2313942101;WAOU1;253;0.00:244.89:0.00:269.20:11.57:281.71:19.35:419.20
2313942161;WAOU1;254;0.00:242.05:0.00:260.35:8.73:424.15:9.68:337.88
2313942221;WAOU1;255;0.00:285.60:0.94:186.82:8.73:366.92:14.52:482.22
2313942281;WAOU1;256;0.00:301.06:0.00:181.04:10.62:272.03:12.51:371.75
2313942341;WAOU1;257;0.00:263.30:0.00:224.59:13.57:413.41:17.47:397.01
2313942400;WAOU1;258;0.00:301.06:0.00:254.56:13.57:300.12:16.40:467.70
2313942460;WAOU1;259;0.00:231.31:0.00:221.64:9.68:273.92:5.90:434.66
2313942520;WAOU1;260;0.00:301.06:0.00:317.47:19.35:390.16:10.62:299.06
2313942580;WAOU1;261;0.00:291.38:0.00:277.81:18.41:395.95:13.57:402.79
2313942640;WAOU1;262;0.00:240.05:0.00:274.86:12.51:417.31:15.46:354.41
2313942699;WAOU1;263;0.00:227.54:0.00:205.23:8.73:288.55:9.68:371.75
2313942759;WAOU1;264;0.00:208.18:0.00:187.88:8.73:293.39:12.51:367.86
2313942819;WAOU1;265;0.00:271.09:0.00:258.46:2.95:325.26:10.62:390.16
2313942879;WAOU1;266;0.00:247.84:0.00:199.45:7.79:424.15:4.84:527.65
2313942939;WAOU1;267;0.00:268.14:0.00:228.48:14.52:344.61:9.68:393.12
2313942998;WAOU1;268;0.00:239.10:0.00:211.01:8.73:327.26:16.40:401.85
2313943058;WAOU1;269;0.00:275.81:0.00:256.45:5.90:374.70:7.79:398.90
2313943118;WAOU1;270;0.00:284.66:0.00:269.20:8.73:293.39:9.68:324.31
2313943178;WAOU1;271;0.00:272.97:0.00:248.78:0.00:376.59:17.47:364.91
2313943238;WAOU1;272;0.00:272.97:0.00:272.97:10.62:418.25:7.79:371.75
2313943297;WAOU1;273;0.00:270.14:0.00:221.64:8.73:395.95:10.62:407.51
2313943357;WAOU1;274;0.00:290.44:0.00:180.09:13.57:330.09:8.73:398.90
2313943417;WAOU1;275;0.94:256.45:0.94:201.34:7.79:417.31:11.57:373.76
2313943477;WAOU1;276;0.00:281.71:0.00:282.65:3.89:427.93:8.73:368.80
2313943537;WAOU1;277;0.00:362.08:0.00:247.84:8.73:397.95:7.79:322.30
2313943596;WAOU1;278;0.00:212.90:0.00:213.85:20.30:302.95:14.52:379.54
2313943656;WAOU1;279;0.00:273.92:0.00:253.62:10.62:381.43:2.01:392.05
2313943716;WAOU1;280;0.00:260.35:0.00:270.14:15.46:295.28:8.73:426.99
2313943776;WAOU1;281;0.00:287.49:0.00:213.85:14.52:451.18:5.90:374.70
2313943836;WAOU1;282;0.00:251.73:0.00:148.11:12.51:381.43:6.84:370.81
